default,618187721717,us-east-1,1.16,PASS,,CIS Level 1,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: No policies attached to user soucs-ecr-user,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,soucs-ecr-user,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.16,PASS,,CIS Level 1,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: No policies attached to user subhadip.das,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,subhadip.das,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.16,PASS,,CIS Level 1,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: No policies attached to user subham.maity,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,subham.maity,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.16,PASS,,CIS Level 1,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: No policies attached to user subhayan.bhattacharyya,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,subhayan.bhattacharyya,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.16,PASS,,CIS Level 1,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: No policies attached to user tarique.siddique@inadev.com,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,tarique.siddique@inadev.com,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.16,PASS,,CIS Level 1,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: No policies attached to user test-ecr,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,test-ecr,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.17,PASS,,CIS Level 1,[check117] Maintain current contact details,us-east-1: Account has contact information. Perhaps check for freshness of these details.,Software and Configuration Checks,Medium,support,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Ensure contact email and telephone details for AWS accounts are current and map to more than one individual in your organization. An AWS account supports a number of contact details; and AWS will use these to contact the account owner if activity judged to be in breach of Acceptable Use Policy. If an AWS account is observed to be behaving in a prohibited or suspicious manner; AWS will attempt to contact the account owner by email and phone using the contact details listed. If this is unsuccessful and the account behavior needs urgent mitigation; proactive measures may be taken; including throttling of traffic between the account exhibiting suspicious behavior and the AWS API endpoints and the Internet. This will result in impaired service to and from the account in question.,Using the Billing and Cost Management console complete contact details.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/manage-account-payment.html#contact-info,IAM,root,2022-08-26T23:32:20+0000,,,,,
default,618187721717,us-east-1,1.18,FAIL,,CIS Level 1,[check118] Ensure security contact information is registered,us-east-1: Account has not security contact information-- or it was unable to capture. See section 1.18 on the CIS Benchmark guide for details.,Software and Configuration Checks,Medium,support,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,AWS provides customers with the option of specifying the contact information for accounts security team. It is recommended that this information be provided. Specifying security-specific contact information will help ensure that security advisories sent by AWS reach the team in your organization that is best equipped to respond to them.,Go to the My Account section and complete alternate contacts.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/manage-account-payment.html,IAM,root,2022-08-26T23:32:20+0000,,,,,
default,618187721717,eu-north-1,1.19,INFO,,CIS Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances,eu-north-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,AwsEc2Instance,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,AWS access from within AWS instances can be done by either encoding AWS keys into AWS API calls or by assigning the instance to a role which has an appropriate permissions policy for the required access. AWS IAM roles reduce the risks associated with sharing and rotating credentials that can be used outside of AWS itself. If credentials are compromised; they can be used from outside of the AWS account.,Create an IAM instance role if necessary and attach it to the corresponding EC2 instance.,http://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role-ec2.html,IAM,,2022-08-26T23:32:20+0000,,,,,
default,618187721717,ap-south-1,1.19,INFO,,CIS Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances,ap-south-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,AwsEc2Instance,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,AWS access from within AWS instances can be done by either encoding AWS keys into AWS API calls or by assigning the instance to a role which has an appropriate permissions policy for the required access. AWS IAM roles reduce the risks associated with sharing and rotating credentials that can be used outside of AWS itself. If credentials are compromised; they can be used from outside of the AWS account.,Create an IAM instance role if necessary and attach it to the corresponding EC2 instance.,http://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role-ec2.html,IAM,,2022-08-26T23:32:20+0000,,,,,
